borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
Queens,Flushing-South,01 One Family Dwellings,1,6662,24,A5,144-38 72nd Drive,NA,11367,1,0,1,1900,1360,1940,1,A5,800000,2019-12-02T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6665,49,A5,144-23 76th Avenue,NA,11367,1,0,1,2000,1600,1950,1,A5,860000,2019-06-12T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6665,54,A5,144-13 76th Avenue,NA,11367,1,0,1,2000,1600,1950,1,A5,840000,2019-09-20T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6666,15,A5,144-20 76th Ave,NA,11367,1,0,1,2000,1480,1940,1,A5,894000,2019-10-10T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6666,38,A5,144-55 76th Road,NA,11367,1,0,1,2000,2035,1940,1,A5,805000,2019-06-24T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6669,35,A5,144-49 78th Avenue,NA,11367,1,0,1,2525,1520,1945,1,A5,960000,2020-02-07T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6669,50,A5,144-15 78th Avenue,NA,11367,1,0,1,2200,1432,1945,1,A5,882500,2019-10-25T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6681,43,A5,147-12 72nd Drive,NA,11367,1,0,1,1900,1360,1945,1,A5,775000,2019-06-18T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6686,50,A5,147-33 77th Avenue,NA,11367,1,0,1,2000,1980,1955,1,A5,775000,2019-12-24T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6689,11,A5,147-22 78th Avenue,NA,11367,1,0,1,3000,1528,1950,1,A5,870000,2019-07-23T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6689,14,A5,14728 78th Avenue,NA,11367,1,0,1,2200,1528,1950,1,A5,830000,2020-01-30T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6689,28,A5,147-52 78th Avenue,NA,11367,1,0,1,1800,1624,1950,1,A5,985000,2019-08-29T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6707,64,A5,150-50 76th Rd,NA,11367,1,0,1,1800,1782,1955,1,A5,700000,2020-04-20T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6708,26,A5,150-19 77th Road,NA,11367,1,0,1,1800,1224,1945,1,A5,715000,2019-07-05T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6709,68,A5,150-60 77th Road,NA,11367,1,0,1,1800,1224,1945,1,A5,752000,2019-10-18T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6710,14,A5,150-39 78th Road,NA,11367,1,0,1,1800,1296,1950,1,A5,700000,2020-04-02T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6710,52,A5,150-26 78th Avenue,NA,11367,1,0,1,1800,1224,1950,1,A5,563000,2019-12-04T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6750,21,A5,157-07 65th Avenue,NA,11367,1,0,1,2000,788,1950,1,A5,610000,2020-02-13T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6761,12,A5,61-39 163rd Street,NA,11365,1,0,1,2200,1648,1950,1,A5,735000,2019-06-28T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6810,70,A5,153-23 76th Road,NA,11367,1,0,1,1800,1944,1955,1,A5,745000,2019-05-30T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6813,47,A5,153-47 78 Ave,NA,11367,1,0,1,1800,1296,1960,1,A5,790000,2019-09-12T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6814,18,A5,153-36 78th Avenue,NA,11367,1,0,1,1800,1732,1950,1,A5,600000,2019-06-17T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6821,44,A0,158-20 72nd Ave,NA,11365,1,0,1,4000,1200,1945,1,A0,843000,2019-11-04T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6823,22,A1,15846 75th Avenue,NA,11366,1,0,1,2400,1552,1930,1,A1,560000,2019-07-24T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6823,100,A1,158-11 75th Road,NA,11366,1,0,1,2200,1264,1930,1,A1,420000,2019-05-16T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6824,58,A1,158-15 76 Ave,NA,11366,1,0,1,2500,1568,1930,1,A1,467066,2020-02-27T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6835,21,A0,75-34 162nd Street,NA,11366,1,0,1,4000,900,1935,1,A0,655000,2019-12-12T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6838,28,A1,77-09 160th Street,NA,11366,1,0,1,2000,840,1930,1,A1,650000,2019-11-13T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6838,29,A1,77-07 160th Street,NA,11366,1,0,1,2000,840,1930,1,A1,450000,2020-02-18T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6843,44,A5,162-33 73rd Avenue,NA,11366,1,0,1,1800,1400,1950,1,A5,758000,2020-02-24T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6847,28,A1,162-33 76th Road,NA,11366,1,0,1,1703,1300,1990,1,A1,736000,2019-07-19T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6849,16,A1,162-19 77th Road,NA,11366,1,0,1,3000,1440,1950,1,A1,830000,2019-08-19T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6899,14,A9,61-37 171 Street,NA,11354,1,0,1,4000,1836,2019,1,A9,1300000,2019-05-21T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6900,3,A5,172-15 65th Avenue,NA,11365,1,0,1,2625,1188,1950,1,A5,822000,2019-09-18T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6900,5,A5,172-11 65th Avenue,NA,11365,1,0,1,2625,1188,1950,1,A5,750000,2020-03-30T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6904,53,A2,64-38 Utopia Parkway,NA,11365,1,0,1,3897,1118,1950,1,A2,870000,2020-01-21T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6907,16,A2,65-43 166th Street,NA,11365,1,0,1,5000,1269,1945,1,A2,865000,2019-05-30T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6908,59,A0,65-44 168th Street,NA,11365,1,0,1,4000,1050,1945,1,A0,700000,2019-08-20T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6909,1,A0,168-17 67th Ave.,NA,11365,1,0,1,6000,1626,1955,1,A0,989000,2019-06-18T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6909,35,A2,168-08 65th Avenue,NA,11365,1,0,1,4000,1443,1955,1,A2,920000,2019-08-27T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6912,4,A1,171-11 67th Avenue,NA,11365,1,0,1,4000,1968,1950,1,A1,1095500,2020-03-20T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6914,1,A2,65-56 174th Street,NA,11365,1,0,1,4000,1300,1950,1,A2,780000,2019-10-16T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6914,9,A2,65-55 173rd Street,NA,11365,1,0,1,4000,1300,1950,1,A2,880000,2019-09-04T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6914,32,A3,65-07 173rd Street,NA,11365,1,0,1,4000,4070,1954,1,A3,580000,2019-11-15T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6917,25,A5,65-19 175th Street,NA,11365,1,0,1,2560,1056,1960,1,A5,768000,2020-02-12T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6920,3,A2,166-15 69 Avenue,NA,11365,1,0,1,4000,1066,1950,1,A2,680000,2020-01-21T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6921,32,A3,67-05 167th Street,NA,11365,1,0,1,4000,2360,1970,1,A3,1020000,2019-10-18T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6922,7,A2,168-07 69th Avenue,NA,11365,1,0,1,4000,1200,1950,1,A2,878000,2019-09-25T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6922,9,A3,67-53 168th Street,NA,11365,1,0,1,4000,2490,2001,1,A3,1315000,2020-03-05T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6925,1,A2,171-17 69th Avenue,NA,11365,1,0,1,5225,1360,1950,1,A2,990000,2019-10-18T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6925,16,A2,17114 68th Avenue,NA,11365,1,0,1,4000,1144,1950,1,A2,885000,2019-10-11T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6926,34,A1,172-08 67th Avenue,NA,11365,1,0,1,6000,2588,1950,1,A1,1630000,2020-04-09T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6930,26,A5,68-14 Utopia Parkway,NA,11365,1,0,1,1600,1364,1940,1,A5,520000,2019-07-29T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6931,16,A1,69-22 165th Street,NA,11365,1,0,1,3800,1068,1940,1,A1,885000,2020-01-27T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6936,32,A2,69-37 167th Street,NA,11365,1,0,1,3990,1095,1960,1,A2,850000,2019-10-01T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6936,36,A2,69-29 167th Street,NA,11365,1,0,1,3990,1095,1960,1,A2,800000,2019-08-19T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6937,151,A5,166-20 Jewel Avenue,NA,11365,1,0,1,1700,1156,1945,1,A5,760000,2019-10-31T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6938,35,A2,70-20 168th Street,NA,11365,1,0,1,3895,1125,1960,1,A2,779000,2019-11-14T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6942,24,A2,70-08 170th Street,NA,11365,1,0,1,3800,2303,1950,1,A2,850000,2019-11-01T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6943,11,A2,69-14 171st Street,NA,11365,1,0,1,4300,1372,1950,1,A2,933500,2019-09-20T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6944,44,A2,69-15 171st Street,NA,11365,1,0,1,4109,1232,1950,1,A2,900000,2020-01-06T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6946,10,A1,70-15 171st Street,NA,11365,1,0,1,2720,1480,1950,1,A1,850000,2019-09-24T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6947,10,A2,69-37 172nd Street,NA,11365,1,0,1,4560,1292,1950,1,A2,963000,2019-11-25T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6947,18,A1,69-17 172nd Street,NA,11365,1,0,1,4560,2252,1950,1,A1,850000,2019-11-15T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6947,36,A5,69-06 173rd Street,NA,11365,1,0,1,1900,1560,1950,1,A5,839000,2020-03-02T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6947,53,A5,69-40 173rd Street,NA,11365,1,0,1,1900,1560,1950,1,A5,780000,2020-01-30T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6948,10,A5,69-41 173rd Street,NA,11365,1,0,1,1530,1232,1950,1,A5,680000,2020-01-06T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6948,45,A5,69-30 174 Street,NA,11365,1,0,1,1710,1732,1950,1,A5,839000,2019-09-24T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6950,4,A5,175-13 Jewel Avenue,NA,11365,1,0,1,3000,1584,1950,1,A5,425000,2020-04-30T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6952,67,A5,71-46 165th Street,NA,11365,1,0,1,3080,1120,1950,1,A5,739800,2019-10-22T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6952,69,A5,71-50 165 Street,NA,11365,1,0,1,3300,1886,1940,1,A5,830000,2019-11-15T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6953,63,A5,165-15 72nd Avenue,NA,11365,1,0,1,1800,1560,1955,1,A5,720000,2020-03-02T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6954,39,A2,71-46 167 Street,NA,11365,1,0,1,3800,1812,1960,1,A2,905000,2019-09-23T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6954,53,A2,71-72 167th Street,NA,11365,1,0,1,3800,2114,1960,1,A2,860000,2020-03-17T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6954,56,A2,166-11 73rd Avenue,NA,11366,1,0,1,4500,1222,1955,1,A2,861000,2020-01-28T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6956,51,A1,71-18 169th Street,NA,11365,1,0,1,7600,6136,1950,1,A1,1650000,2020-02-19T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6956,79,A2,71-66 169th Street,NA,11365,1,0,1,4685,1192,1960,1,A2,850000,2019-12-05T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6957,8,A2,71-69 169th Street,NA,11365,1,0,1,5225,1930,1960,1,A2,1600000,2019-06-03T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6957,63,A2,7142 170 St,NA,11365,1,0,1,4180,1316,1960,1,A2,910000,2019-12-05T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6959,9,A2,71-55 171st Street,NA,11365,1,0,1,5005,1398,1955,1,A2,1037500,2019-11-12T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6959,12,A1,71-47 171st Street,NA,11365,1,0,1,4139,2510,1955,1,A1,996000,2019-11-25T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6959,56,A2,71-40 172 Street,NA,11365,1,0,1,6650,2120,1950,1,A2,1170000,2019-08-05T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6960,1,A2,172-17 73rd Avenue,NA,11366,1,0,1,3656,1166,1950,1,A2,760000,2019-12-20T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6960,52,A1,70-06 173rd Street,NA,11365,1,0,1,4030,2044,1950,1,A1,950000,2020-01-08T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6961,5,A5,173-09 73rd Ave,NA,11366,1,0,1,3595,1296,1940,1,A5,845000,2019-10-29T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6962,4,A5,174-09 73rd Avenue,NA,11366,1,0,1,3042,1440,1940,1,A5,700000,2020-01-06T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6962,30,A5,70-15 174th Street,NA,11365,1,0,1,1800,1683,1940,1,A5,795000,2019-08-19T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6962,51,A5,70-30 175th Street,NA,11365,1,0,1,1800,1683,1940,1,A5,770000,2019-10-25T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6963,24,A5,70-35 175th Street,NA,11365,1,0,1,3024,1224,1940,1,A5,834000,2019-06-20T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6964,45,A5,165-12 72nd Avenue,NA,11365,1,0,1,1800,1464,1940,1,A5,788000,2020-02-07T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6965,7,A5,164-41 75th Avenue,NA,11366,1,0,1,1860,1280,1940,1,A5,775000,2020-01-14T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6965,42,A5,164-30 73rd Avenue,NA,11366,1,0,1,2392,912,1940,1,A5,747500,2019-06-25T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6970,17,A1,164-24 77th Avenue,NA,11366,1,0,1,2100,812,1925,1,A1,570000,2019-11-22T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6971,26,A1,165-11 78th Avenue,NA,11366,1,0,1,2400,1376,1930,1,A1,686000,2020-01-17T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6973,27,A9,165-15 Union Turnpike,NA,11366,1,0,1,3160,1330,1922,1,A9,690000,2020-01-14T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6973,29,A1,165-11 Union Turnpike,NA,11366,1,0,1,3600,1368,1930,1,A1,610000,2019-11-05T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6973,29,A1,165-11 Union Turnpike,NA,11366,1,0,1,3600,1368,1930,1,A1,75000,2019-09-04T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6979,19,A2,73-11 171 Street,NA,11366,1,0,1,3800,1300,1960,1,A2,945000,2019-09-23T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6982,43,B3,73-20 175th Street,NA,11366,2,0,2,2200,1440,1940,1,A5,655000,2019-06-14T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6985,7,A5,166-14 75th Avenue,NA,11366,1,0,1,2175,1296,1960,1,A5,607750,2020-03-13T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6986,27,A5,75-03 167th Street,NA,11366,1,0,1,1710,1224,1945,1,A5,765000,2019-11-12T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6987,8,A5,75-39 168th Street,NA,11366,1,0,1,1710,1260,1940,1,A5,755000,2019-07-16T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6992,45,A1,75-19 173rd Street,NA,11366,1,0,1,4500,1383,1940,1,A1,975000,2019-08-08T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6992,52,A2,75-07 173rd Street,NA,11366,1,0,1,4500,1089,1945,1,A2,918888,2020-01-29T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6992,62,A1,75-16 174th Street,NA,11366,1,0,1,4000,1846,1940,1,A1,1010000,2019-11-20T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6996,13,A2,7616 167 Street,NA,11366,1,0,1,3800,820,1935,1,A2,830000,2020-03-03T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,6997,22,S1,76-36 168th Street,NA,11366,1,1,2,3935,1596,1945,1,S1,910000,2020-02-06T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,7001,27,A0,76-42 172nd Street,NA,11366,1,0,1,3800,1120,1950,1,A0,882926,2019-11-21T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,7001,29,A1,76-46 172nd Street,NA,11366,1,0,1,3800,1792,1950,1,A1,1100000,2019-05-08T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,7001,31,A1,76-50 172nd Street,NA,11366,1,0,1,3800,2000,1950,1,A1,973000,2019-08-07T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,7002,28,A1,77-48 167 Street,NA,11366,1,0,1,3430,1512,1940,1,A1,441500,2019-08-25T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,7006,40,A0,77-26 171st Street,NA,11366,1,0,1,3800,1220,1950,1,A0,820000,2019-12-10T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,7008,72,A0,7625 172nd Street,NA,11366,1,0,1,3800,1456,1941,1,A0,785000,2020-01-23T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,7008,78,A0,76-15 172nd Street,NA,11366,1,0,1,3800,1456,1955,1,A0,910000,2020-03-23T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,7010,54,A1,76-47 173rd Street,NA,11366,1,0,1,4000,1232,1950,1,A1,350000,2019-10-18T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,7010,54,A1,76-47 173rd Street,NA,11366,1,0,1,4000,1232,1950,1,A1,760000,2019-12-26T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,7010,62,A1,76-31 173rd Street,NA,11366,1,0,1,4000,1396,1950,1,A1,1200000,2019-09-25T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,7012,19,A1,76-30 176th Street,NA,11366,1,0,1,4500,1672,1940,1,A1,630000,2020-03-03T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,7013,65,A5,176-12 77th Road,NA,11366,1,0,1,2225,1332,1945,1,A5,841888,2020-02-21T00:00:00Z
Queens,Flushing-South,01 One Family Dwellings,1,7013,67,A5,176-16 77th Road,NA,11366,1,0,1,2200,1332,1945,1,A5,815000,2020-02-25T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6384,8,B1,135-18 61st Road,NA,11367,2,0,2,4000,2652,1970,1,B1,1380000,2019-10-23T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6398,58,B9,62-38 Main Street,NA,11367,2,0,2,1501,1995,1945,1,B9,715000,2019-09-24T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6419,26,B1,146-13 Reeves Avenue,NA,11367,2,0,2,1880,2100,1945,1,B1,959000,2019-07-26T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6426,61,B9,148-09 61st Road,NA,11367,2,0,2,1775,1224,1955,1,B9,1200000,2019-11-19T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6435,42,B1,150-07 61st Road,NA,11367,2,0,2,2000,2475,1950,1,B1,1095000,2020-01-28T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6498,61,B1,141-03 Jewel Avenue,NA,11367,2,0,2,2800,2772,1950,1,B1,1120000,2020-04-17T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6595,54,B1,138-52 Jewel Avenue,NA,11367,2,0,2,2162,1932,1940,1,B1,955000,2020-01-06T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6599,47,B1,136-72 71st Road,NA,11367,2,0,2,1800,1782,1940,1,B1,800000,2019-12-27T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6616,17,B1,141-07 70th Avenue,NA,11367,2,0,2,1620,2736,1940,1,B1,1065000,2019-05-09T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6616,25,B1,141-06 Jewel Avenue,NA,11367,2,0,2,2254,1848,1940,1,B1,918000,2019-08-02T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6676,62,B1,147-50 70 Road,NA,11367,2,0,2,2289,2365,1945,1,B1,960000,2020-01-10T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6685,55,B3,147-21 76th Road,NA,11367,2,0,2,2000,2660,1955,1,B3,1200000,2019-10-10T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6742,5,B3,154-18 65th Ave,NA,11367,2,0,2,2017,1088,1930,1,B3,745000,2020-03-09T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6747,77,B3,156-06 65th Avenue,NA,11367,2,0,2,2065,1328,1925,1,B3,780000,2020-02-18T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6748,99,B2,61-31 156th Street,NA,11367,2,0,2,4000,2368,1940,1,B2,980000,2019-12-11T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6750,33,B3,61-25 157th Street,NA,11367,2,0,2,2400,1504,1925,1,B3,870000,2020-03-18T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6750,57,B3,61-26 Parsons Boulevard,NA,11365,2,0,2,4000,2485,1950,1,B3,995000,2019-08-14T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6822,34,B3,158-20 73rd Avenue,NA,11366,2,0,2,3400,1268,1950,1,B3,850000,2019-10-21T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6823,95,B3,158-21 75 Road,NA,11366,2,0,2,2000,1264,1930,1,B3,655000,2020-03-20T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6823,96,B3,158-19 75th Road,NA,11366,2,0,2,2000,1264,1930,1,B3,712000,2019-12-27T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6827,23,B1,158-17 77th Road,NA,11366,2,0,2,3000,2200,1955,1,B1,1120000,2019-08-02T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6832,39,B2,161-10 72nd Avenue,NA,11365,2,0,2,3187,2054,2003,1,B2,1150000,2019-09-26T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6837,25,B3,160-03 77th Avenue,NA,11366,2,0,2,2500,1384,1930,1,B3,814000,2019-09-18T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6838,40,B1,160-24 77th Avenue,NA,11366,2,0,2,3000,1880,2002,1,B1,1150000,2019-06-18T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6840,1,B3,78-19 160th Street,NA,11366,2,0,2,4000,1729,1925,1,B3,320000,2020-02-25T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6845,10,B3,162-22 75th Avenue,NA,11366,2,0,2,4300,2808,1955,1,B3,1450000,2020-02-27T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6845,12,B3,162-26 75th Avenue,NA,11366,2,0,2,4000,2168,1920,1,B3,980000,2019-07-10T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6845,16,B3,162-32 75th Avenue,NA,11366,2,0,2,2000,1232,1920,1,B3,737474,2019-07-19T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6845,16,B3,162-32 75th Avenue,NA,11366,2,0,2,2000,1232,1920,1,B3,593386,2019-10-25T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6892,47,B2,61-24 165th Street,NA,11365,2,0,2,4000,1792,1930,1,B2,998000,2020-02-21T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6892,59,B1,61-44 165th Street,NA,11365,2,0,2,2800,1760,1950,1,B1,990000,2020-02-10T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6896,20,B3,61-25 168th Street,NA,11365,2,0,2,4000,1204,1920,1,B3,1050000,2020-01-22T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6905,39,B2,164-14 65th Avenue,NA,11365,2,0,2,3000,2250,1930,1,B2,990000,2019-10-18T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6917,51,B1,65-22 Utopia Parkway,NA,11365,2,0,2,2231,2656,1955,1,B1,500000,2019-05-15T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6933,76,B3,70-19 164 Street,NA,11365,2,0,2,4750,2236,1950,1,B3,1360000,2019-12-10T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6962,32,B1,174-02 Jewel Avenue,NA,11365,2,0,2,2800,1848,1940,1,B1,1169000,2019-12-04T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6966,58,B2,164-43 75th Road,NA,11366,2,0,2,2820,1964,2017,1,B2,1323725,2019-06-06T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6966,59,B2,164-39 75th Road,NA,11366,2,0,2,2834,1980,2017,1,B2,1323725,2019-07-10T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6967,57,B3,164-39 76 Avenue,NA,11366,2,0,2,2700,1440,1930,1,B3,797000,2020-04-06T00:00:00Z
Queens,Flushing-South,02 Two Family Dwellings,1,6970,45,B3,164-33 77th Road,NA,11366,2,0,2,3150,960,1925,1,B3,720000,2019-10-29T00:00:00Z
